Species	001-00-54-1A_CP05063_L001_taxonomic	001-00-54-2A_CP05063_L001_taxonomic	001-0001-1_CP05063_L001_taxonomic	001-0002-1_CP05063_L001_taxonomic	001-0003-1_CP05063_L001_taxonomic	001-0006-1_CP05063_L001_taxonomic	001-0007-1_CP05063_L001_taxonomic	001-0009-1_CP05063_L001_taxonomic	001-0010-1_CP05063_L001_taxonomic	001-0012-1_CP05063_L001_taxonomic	001-0013-1_CP05063_L001_taxonomic	001-0014-1_CP05063_L001_taxonomic	001-0015-1_CP05063_L001_taxonomic	001-0016-1_CP05063_L001_taxonomic	001-0017-1_CP05063_L001_taxonomic	001-0018-1A_CP05063_L001_taxonomic	001-0018-2A_CP05063_L001_taxonomic	001-0018-3A_CP05063_L001_taxonomic	001-0019-1A_CP05063_L001_taxonomic	001-0019-2A_CP05063_L001_taxonomic	001-0019-3A_CP05063_L001_taxonomic	001-0020-1A_CP05063_L001_taxonomic	001-0020-2A_CP05063_L001_taxonomic	001-0020-3A_CP05063_L001_taxonomic	001-0021-1A_CP05063_L001_taxonomic	001-0021-2A_CP05063_L001_taxonomic	001-0021-3A_CP05063_L001_taxonomic	001-0025-1A_CP05063_L001_taxonomic	001-0025-2A_CP05063_L001_taxonomic	001-0025-3A_CP05063_L001_taxonomic	001-0026-1A_CP05063_L001_taxonomic	001-0026-2A_CP05063_L001_taxonomic	001-0026-3A_CP05063_L001_taxonomic	001-0027-1A_CP05063_L001_taxonomic	001-0027-2A_CP05063_L001_taxonomic	001-0027-3A_CP05063_L001_taxonomic	001-0030-1A_CP05063_L001_taxonomic	001-0031-1A_CP05063_L001_taxonomic	001-0031-2A_CP05063_L001_taxonomic	001-0031-3A_CP05063_L001_taxonomic	001-0032-1A_CP05063_L001_taxonomic	001-0032-2A_CP05063_L001_taxonomic	001-0032-3A_CP05063_L001_taxonomic	001-0033-1A_CP05063_L001_taxonomic	001-0033-2A_CP05063_L001_taxonomic	001-0033-3A_CP05063_L001_taxonomic	001-0034-1A_CP05063_L001_taxonomic	001-0034-2A_CP05063_L001_taxonomic	001-0034-3A_CP05063_L001_taxonomic	001-0035-1A_CP05063_L001_taxonomic	001-0035-2A_CP05063_L001_taxonomic	001-0035-3A_CP05063_L001_taxonomic	001-0036-1A_CP05063_L001_taxonomic	001-0037-1A_CP05063_L001_taxonomic	001-0040-1A_CP05063_L001_taxonomic	001-0040-2A_CP05063_L001_taxonomic	001-0040-3A_CP05063_L001_taxonomic	001-0041-1A_CP05063_L001_taxonomic	001-0041-2A_CP05063_L001_taxonomic	001-0041-3A_CP05063_L001_taxonomic	001-0042-1A_CP05063_L001_taxonomic	001-0042-2A_CP05063_L001_taxonomic	001-0042-3A_CP05063_L001_taxonomic	001-0043-1A_CP05063_L001_taxonomic	001-0043-2A_CP05063_L001_taxonomic	001-0043-3A_CP05063_L001_taxonomic	001-0044-1A_CP05063_L001_taxonomic	001-0044-2A_CP05063_L001_taxonomic	001-0044-3A_CP05063_L001_taxonomic	001-0045-1A_CP05063_L001_taxonomic	001-0045-2A_CP05063_L001_taxonomic	001-0045-3A_CP05063_L001_taxonomic	001-0046-1A_CP05063_L001_taxonomic	001-0046-2A_CP05063_L001_taxonomic	001-0046-3A_CP05063_L001_taxonomic	001-0047-1A_CP05063_L001_taxonomic	001-0047-2A_CP05063_L001_taxonomic	001-0048-1A_CP05063_L001_taxonomic	001-0048-2A_CP05063_L001_taxonomic	001-0049-1A_CP05063_L001_taxonomic	001-0049-2A_CP05063_L001_taxonomic	001-0050-1A_CP05063_L001_taxonomic	001-0050-3A_CP05063_L001_taxonomic	kingdom	phylum	class	order	family	genus	species	strain
Dialister_invisus	0.10562	0.43809	0.25161	0.6883	0.0	0.0	0.0	3.51314	0.0	0.0	0.0	0.49474	0.0	0.0	0.28471	0.0	0.0	0.0	0.00667	0.48661	0.21533	0.0	0.0	0.0	0.65597	0.38726	0.9086	5.56338	3.85479	4.55387	0.46195	0.82254	1.1835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21544	0.44144	0.58501	1.14119	1.37306	1.6892	1.21019	0.0	0.0	0.0	0.0	1.25989	0.0	0.0	0.68324	2.09934	2.78802	5.13972	5.60543	3.49405	0.0	0.0	0.0	0.0	0.0	0.0	0.44289	1.225	0.51665	0.93817	1.51483	0.0	0.0	0.08961	0.0	0.51097	0.03943	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Dialister	Dialister_invisus	
Clostridium_sp_AM22_11AC	0.09786	0.05006	0.0	0.23554	0.02363	0.0	0.08047	0.02101	0.0	0.0	0.02909	0.12527	0.01692	0.0	0.0	0.01626	0.0	0.0	0.0	0.08999	0.01089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00793	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01518	0.05187	0.01732	0.0	0.0	0.0	0.2994	0.04378	0.02611	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02154	0.59436	0.00803	0.03755	0.13933	0.0228	0.0	0.02392	0.0	0.09123	0.0	0.0	0.001	0.00178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05567	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_sp_AM22_11AC	
GGB3746_SGB5089	0.09025	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03988	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01487	0.00492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00931	0.02248	0.00821	0.0	0.0	0.0	0.0	0.00272	0.18745	0.0	0.03409	0.01002	0.04507	0.05174	0.0	0.0	0.00272	0.022	0.00339	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00984	0.0	0.0	0.0	0.0	0.01986	0.0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	GGB3746	GGB3746_SGB5089	
Clostridium_sp_AF27_2AA	0.08653	0.01825	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02289	0.0	0.0	0.0	0.0	0.13596	0.0	0.01215	0.00898	0.0	0.0	0.0	0.0	0.01456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_sp_AF27_2AA	
Clostridium_butyricum	0.08133	0.06546	0.13482	0.00615	0.00672	0.13306	0.17027	0.0	0.14081	0.78681	0.01846	0.03072	0.0287	0.02499	0.01052	0.14	0.0	0.01024	0.01276	0.0	0.0	0.11558	0.0927	0.15939	0.09293	0.0	0.0482	0.0	0.0276	0.01085	0.18525	0.20113	0.31391	0.07023	0.05265	0.07346	0.1626	0.01477	0.00131	0.04745	0.07228	0.04531	0.0	0.0345	0.01665	0.0	0.00039	0.00197	0.0	0.0	0.0	0.0	0.37252	0.0	0.0	0.02777	0.00042	0.0	0.0	0.00155	0.0	0.0	0.0	0.0	0.0	0.0	0.08598	0.00394	0.01206	0.03855	0.02725	0.02757	0.0	0.00929	0.0	0.01538	0.01014	0.04123	0.15398	0.02338	0.40083	0.0	0.00845	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_butyricum	
Firmicutes_bacterium_AF16_15	0.07653	0.06254	0.77049	1.95302	0.08866	0.0	0.42293	0.06313	0.0138	0.50334	0.10595	0.04497	0.17059	0.0	0.0	0.07881	0.49609	0.03449	0.0112	0.44362	0.26063	0.0	0.0	0.0	0.09751	0.11113	0.13092	0.42969	0.15788	0.07682	0.0	0.04082	0.03309	0.0	0.0	0.0	0.00468	0.06415	0.21759	0.1893	0.06928	0.57408	0.44122	0.38669	0.34436	0.1677	0.03276	0.18412	1.2659	0.0107	0.07669	0.14186	0.0	0.0	0.04265	0.0	0.0	0.03298	0.11939	0.10554	0.06847	0.12431	0.10786	0.00572	0.16588	0.01241	0.08998	0.3287	0.18951	0.06699	0.9398	0.72052	0.11538	0.26953	0.04565	0.01643	0.01344	0.18481	0.0	0.71856	0.00609	0.13116	0.30245	Bacteria	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_bacterium_AF16_15	
Haemophilus_parainfluenzae	0.07314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00544	0.06799	0.00265	0.0	0.05657	0.00878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0138	0.0	0.0	0.0	0.0	0.0	0.00086	0.0	0.0	0.0	0.0	0.0037	0.0	0.02343	0.02061	0.0	0.0	0.00153	0.0	0.03215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00861	0.0	0.07769	0.0	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus_parainfluenzae	
Roseburia_hominis	0.06669	0.66809	0.12517	0.70261	0.07041	0.00874	0.01702	0.09678	0.0239	0.0	0.01146	0.53462	0.00408	0.00374	0.06755	0.03309	0.40425	2.01909	0.09217	0.25821	0.42713	0.0	0.0	0.0	1.38397	0.52997	1.54287	0.05259	0.0338	0.07395	0.0	0.16048	0.04544	0.0	0.0	0.0	1.09086	0.09526	0.21369	0.00624	0.02804	0.13525	0.0775	0.0155	0.19698	0.03356	0.01503	0.06694	0.01558	0.08011	0.03624	0.1557	0.75133	0.0	1.0583	1.13669	1.27717	0.16314	1.12153	1.17479	0.19674	0.29496	0.05081	1.59361	0.33418	1.30368	0.08819	1.0724	0.14022	0.0	0.0	0.0	0.15565	0.20551	0.0	0.14779	0.06572	0.0	0.0	0.00994	0.00772	0.75526	0.56318	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Roseburia	Roseburia_hominis	
Sellimonas_intestinalis	0.06462	0.0565	0.34623	0.00945	0.0	0.18895	0.14098	0.0	0.0	0.0	0.33472	0.02525	0.78283	0.99477	1.45666	0.0	0.0	0.0	0.0	0.0	0.0	2.66898	4.23166	4.68766	0.0	0.0	0.0	0.0	0.0	0.0	1.71804	1.30449	1.08309	4.68677	0.03214	0.19009	1.36544	0.0	0.0	0.00288	0.0003	0.00503	0.0	0.15786	0.20613	0.12346	0.0	0.0	0.0	0.1131	0.04104	0.04613	2.57028	0.08384	0.0	0.0	0.00628	0.00333	0.00067	0.03464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01623	0.026	0.05578	0.04995	0.37095	0.00113	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Sellimonas	Sellimonas_intestinalis	
Clostridiaceae_bacterium_Marseille_Q4143	0.06048	0.0191	0.0	0.0	0.0	0.0	0.0	0.01799	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01014	0.03091	0.0	0.00204	0.06497	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00252	0.05343	0.04885	0.10079	0.03576	0.01048	0.00536	0.07495	0.0	0.00353	0.00686	0.0	0.0	0.0	0.03988	0.0	0.0	0.01074	0.06917	0.08331	0.05963	0.07876	0.01754	0.00975	0.00151	0.00636	0.0	0.10023	0.00321	0.0	0.0	0.00148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00174	0.0	0.0	0.004	0.0	0.0	0.0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridiaceae_unclassified	Clostridiaceae_bacterium_Marseille_Q4143	
Dorea_sp_AF36_15AT	0.05908	0.0606	0.20318	0.0	0.0	0.25462	0.37156	0.01637	0.25331	0.0	0.08882	0.38517	0.0	0.0	0.0	0.34758	0.37262	0.30568	0.10855	0.04002	0.13451	0.0	0.0	0.0	0.03835	0.01015	0.00738	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05487	0.01724	0.02884	0.0	0.0	0.0	0.05191	0.03334	0.03494	0.0	0.06505	0.0	0.0	0.0	0.0	0.0	0.0	0.07029	0.06847	0.02133	0.0	0.0	0.0	0.0	0.0	0.0	0.59549	0.48032	0.35534	0.0	0.0	0.0	0.10235	0.15345	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Dorea	Dorea_sp_AF36_15AT	
